,slide_number_in_experiment,verb,contentNr,content,speakerGender,fact,fact_type,utterance,question,subjectGender,speakerName,subjectName,trigger_class,response,rt,participant
1,3,control,control3,that thing happened,F,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that a particular thing happened?",control3,NA,Kimberly,NA,control,1.0,10166,46
2,4,confess,3,that thing happened,M,Emma is in law school,factH,Did Justin confess that a particular thing happened?,3,M,Matthew,Alexander,C,0.5,7922,46
3,5,know,6,that thing happened,F,Mia is a college student,factH,Does Ray know that a particular thing happened?,6,M,Helen,Edward,NonProj,0.76,6542,46
4,6,control,control5,that thing happened,F,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that a particular thing happened?",control5,NA,Lisa,NA,control,1.0,6551,46
5,7,confirm,7,that thing happened,F,Isabella is a vegetarian,factL,Did Kevin confirm that a particular thing happened?,7,M,Ashley,Gregory,C,0.0,4311,46
6,8,control,control2,that thing happened,M,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after a particular thing happened?,control2,NA,George,NA,control,0.9,7271,46
7,9,admit,2,that thing happened,F,Josie loves France,factH,Did Scott admit that a particular thing happened?,2,M,Betty,Brian,C,0.0,4081,46
8,10,inform_Sam,1,that thing happened,F,Mary is taking a prenatal yoga class,factH,Did Patrick inform Sam that a particular thing happened?,1,M,Dorothy,Scott,C,0.51,17472,46
9,11,control,control1,that thing happened,F,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though a particular thing happened last night?",control1,NA,Carol,NA,control,1.0,5472,46
10,12,pretend,8,that thing happened,M,Emily never has any money,factL,Did Brian pretend that a particular thing happened?,8,M,Steven,Nicholas,NonProj,0.53,35497,46
11,13,say,10,that thing happened,M,Zoe is 5 years old,factL,Did Tim say that a particular thing happened?,10,M,Robert,Benjamin,C,0.0,3503,46
12,14,announce,18,that thing happened,M,Julian is Cuban,factH,Did Kathleen announce that a particular thing happened?,18,F,Richard,Rebecca,C,0.0,5048,46
13,15,see,4,that thing happened,F,Olivia works the third shift,factH,Did Jerry see that a particular thing happened?,4,M,Susan,Gary,NonProj,0.08,4695,46
14,16,acknowledge,11,that thing happened,F,Danny is a diabetic,factL,Did Amanda acknowledge that a particular thing happened?,11,F,Kimberly,Nicole,C,0.5,14832,46
15,17,suggest,5,that thing happened,M,Sophia is a hipster,factH,Did Ben suggest that a particular thing happened?,5,M,William,Ryan,C,0.03,4560,46
16,18,hear,14,that thing happened,F,Jayden doesn't have a driver's license,factL,Did Stephanie hear that a particular thing happened?,14,F,Lisa,Angela,C,0.5,3632,46
17,19,annoyed,9,that thing happened,M,Grace loves her sister,factH,Is Andrew annoyed that a particular thing happened?,9,M,Paul,Jeffrey,NonProj,0.8,3016,46
18,20,discover,16,that thing happened,F,Josh is a 75-year old man,factL,Did Sharon discover that a particular thing happened?,16,F,Carol,Sharon,NonProj,0.0,2966,46
19,21,reveal,19,that thing happened,F,Jon lives 2 blocks away from work,factH,Did Ruth reveal that a particular thing happened?,19,F,Elizabeth,Stephanie,NonProj,0.48,4091,46
20,22,control,control4,that thing happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that a particular thing happened?",control4,NA,Jennifer,NA,control,0.99,4549,46
21,23,think,15,that thing happened,F,Tony has been sober for 20 years,factL,Does Rebecca think that a particular thing happened?,15,F,Jennifer,Kathleen,NonProj,0.0,3535,46
22,24,prove,13,that thing happened,M,Jackson is training for a marathon,factH,Did Laura prove that a particular thing happened?,13,F,Thomas,Shirley,C,0.0,2472,46
23,25,establish,17,that thing happened,M,Owen lives in New Orleans,factL,Did Cynthia establish that a particular thing happened?,17,F,George,Laura,NonProj,0.19,3263,46
24,26,be_right_that,20,that thing happened,M,Charley lives in Korea,factL,Is Anna right that a particular thing happened?,20,F,David,Joyce,C,0.0,2472,46
25,27,demonstrate,12,that thing happened,F,Frank is allergic to cats,factL,Did Melissa demonstrate that a particular thing happened?,12,F,Sandra,Cynthia,C,0.18,3935,46
0,2,announce,16,that thing happened,M,Josh is a 75-year old man,factL,Did Sharon announce that a particular thing happened?,16,F,Steven,Brenda,C,0.96,11074,47
1,3,establish,18,that thing happened,M,Julian is Cuban,factH,Did Kathleen establish that a particular thing happened?,18,F,William,Shirley,NonProj,0.06,11916,47
2,4,demonstrate,2,that thing happened,F,Josie doesn't have a passport,factL,Did Scott demonstrate that a particular thing happened?,2,M,Ashley,Andrew,C,0.14,5350,47
3,5,confirm,12,that thing happened,M,Frank has always wanted a pet,factH,Did Melissa confirm that a particular thing happened?,12,F,Matthew,Ruth,C,0.14,6700,47
4,6,reveal,6,that thing happened,F,Mia is a college student,factH,Did Ray reveal that a particular thing happened?,6,M,Sandra,Kevin,NonProj,0.88,4322,47
5,7,control,control4,that thing happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that a particular thing happened?",control4,NA,Jennifer,NA,control,0.98,6984,47
6,8,control,control6,that thing happened,M,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that a particular thing happened?",control6,NA,James,NA,control,0.97,5802,47
7,9,say,9,that thing happened,F,Grace hates her sister,factL,Did Andrew say that a particular thing happened?,9,M,Jessica,Jerry,C,0.06,5419,47
8,10,pretend,17,that thing happened,M,Owen lives in New Orleans,factL,Did Cynthia pretend that a particular thing happened?,17,F,Richard,Rachel,NonProj,0.13,9476,47
9,11,control,control1,that thing happened,F,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though a particular thing happened last night?",control1,NA,Donna,NA,control,0.98,6001,47
10,12,be_right_that,20,that thing happened,M,Charley lives in Mexico,factH,Is Anna right that a particular thing happened?,20,F,Christopher,Angela,C,0.01,5224,47
11,13,see,15,that thing happened,F,Tony has been sober for 20 years,factL,Did Rebecca see that a particular thing happened?,15,F,Betty,Carolyn,NonProj,0.18,7056,47
12,14,admit,7,that thing happened,F,Isabella is from Argentina,factH,Did Kevin admit that a particular thing happened?,7,M,Karen,Larry,C,0.52,7912,47
13,15,inform_Sam,14,that thing happened,M,Jayden's car is in the shop,factH,Did Stephanie inform Sam that a particular thing happened?,14,F,Kenneth,Amanda,C,0.99,6696,47
14,16,annoyed,3,that thing happened,F,Emma is in law school,factH,Is Justin annoyed that a particular thing happened?,3,M,Kimberly,Brandon,NonProj,0.97,4051,47
15,17,confess,10,that thing happened,M,Zoe is 5 years old,factL,Did Tim confess that a particular thing happened?,10,M,James,Tyler,C,0.51,8818,47
16,18,know,8,that thing happened,F,Emily has been saving for a year,factH,Does Brian know that a particular thing happened?,8,M,Michelle,Jeffrey,NonProj,0.8,4424,47
17,19,suggest,5,that thing happened,F,Sophia is a high end fashion model,factL,Did Ben suggest that a particular thing happened?,5,M,Helen,Alexander,C,0.11,5460,47
18,20,control,control2,that thing happened,M,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after a particular thing happened?,control2,NA,Steven,NA,control,0.98,8394,47
19,21,discover,11,that thing happened,F,Danny is a diabetic,factL,Did Amanda discover that a particular thing happened?,11,F,Jennifer,Heather,NonProj,0.69,6292,47
20,22,control,control3,that thing happened,M,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that a particular thing happened?",control3,NA,Richard,NA,control,0.95,7937,47
21,23,hear,1,that thing happened,F,Mary is a middle school student,factL,Did Patrick hear that a particular thing happened?,1,M,Donna,Ronald,C,0.62,6180,47
22,24,prove,19,that thing happened,F,Jon lives 10 miles away from work,factL,Did Ruth prove that a particular thing happened?,19,F,Elizabeth,Rebecca,C,0.03,6840,47
23,25,acknowledge,13,that thing happened,M,Jackson is training for a marathon,factH,Did Laura acknowledge that a particular thing happened?,13,F,Robert,Laura,C,0.28,8396,47
24,26,control,control5,that thing happened,F,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that a particular thing happened?",control5,NA,Jessica,NA,control,0.98,5678,47
25,27,think,4,that thing happened,M,Olivia works the third shift,factH,Does Jerry think that a particular thing happened?,4,M,Mark,Nicholas,NonProj,0.02,4732,47
0,2,reveal,4,that thing happened,M,Olivia works the third shift,factH,Did Jerry reveal that a particular thing happened?,4,M,Kenneth,Jerry,NonProj,0.08,12470,48
1,3,discover,2,that thing happened,M,Josie loves France,factH,Did Scott discover that a particular thing happened?,2,M,Richard,Gary,NonProj,0.1,11219,48
2,4,control,control3,that thing happened,F,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that a particular thing happened?",control3,NA,Kimberly,NA,control,0.99,8208,48
3,5,pretend,1,that thing happened,M,Mary is a middle school student,factL,Did Patrick pretend that a particular thing happened?,1,M,Robert,Kevin,NonProj,0.09,11978,48
4,6,say,3,that thing happened,M,Emma is in law school,factH,Did Justin say that a particular thing happened?,3,M,Mark,Larry,C,0.1,6598,48
5,7,establish,15,that thing happened,F,Tony has been sober for 20 years,factL,Did Rebecca establish that a particular thing happened?,15,F,Jessica,Melissa,NonProj,0.07,6044,48
6,8,hear,10,that thing happened,M,Zoe is 5 years old,factL,Did Tim hear that a particular thing happened?,10,M,Matthew,Justin,C,0.11,4486,48
7,9,control,control5,that thing happened,F,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that a particular thing happened?",control5,NA,Carol,NA,control,0.98,7870,48
8,10,prove,6,that thing happened,F,Mia is a college student,factH,Did Ray prove that a particular thing happened?,6,M,Elizabeth,Edward,C,0.06,4703,48
9,11,demonstrate,17,that thing happened,M,Owen lives in New Orleans,factL,Did Cynthia demonstrate that a particular thing happened?,17,F,William,Kathleen,C,0.05,4486,48
10,12,admit,9,that thing happened,M,Grace loves her sister,factH,Did Andrew admit that a particular thing happened?,9,M,Thomas,Alexander,C,0.05,4898,48
11,13,annoyed,12,that thing happened,F,Frank has always wanted a pet,factH,Is Melissa annoyed that a particular thing happened?,12,F,Betty,Rachel,NonProj,0.23,7163,48
12,14,see,14,that thing happened,F,Jayden's car is in the shop,factH,Did Stephanie see that a particular thing happened?,14,F,Helen,Cynthia,NonProj,0.07,4626,48
13,15,acknowledge,5,that thing happened,M,Sophia is a high end fashion model,factL,Did Ben acknowledge that a particular thing happened?,5,M,Paul,Timothy,C,0.06,4480,48
14,16,control,control2,that thing happened,F,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after a particular thing happened?,control2,NA,Karen,NA,control,0.97,6863,48
15,17,know,13,that thing happened,F,Jackson is obese,factL,Does Laura know that a particular thing happened?,13,F,Carol,Catherine,NonProj,0.86,5916,48
16,18,be_right_that,11,that thing happened,F,Danny loves cake,factH,Is Amanda right that a particular thing happened?,11,F,Donna,Anna,C,0.11,7225,48
17,19,control,control6,that thing happened,F,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that a particular thing happened?",control6,NA,Jessica,NA,control,1.0,5266,48
18,20,control,control1,that thing happened,F,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though a particular thing happened last night?",control1,NA,Jennifer,NA,control,0.96,6558,48
19,21,control,control4,that thing happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that a particular thing happened?",control4,NA,Sandra,NA,control,0.98,4207,48
20,22,confirm,20,that thing happened,F,Charley lives in Korea,factL,Did Anna confirm that a particular thing happened?,20,F,Karen,Heather,C,0.17,4591,48
21,23,announce,7,that thing happened,F,Isabella is a vegetarian,factL,Did Kevin announce that a particular thing happened?,7,M,Sandra,Patrick,C,0.12,3580,48
22,24,suggest,16,that thing happened,F,Josh is a 5-year old boy,factH,Did Sharon suggest that a particular thing happened?,16,F,Michelle,Laura,C,0.1,3674,48
23,25,inform_Sam,8,that thing happened,M,Emily has been saving for a year,factH,Did Brian inform Sam that a particular thing happened?,8,M,Christopher,Ryan,C,0.33,4004,48
24,26,confess,19,that thing happened,F,Jon lives 10 miles away from work,factL,Did Ruth confess that a particular thing happened?,19,F,Kimberly,Julie,C,0.12,3922,48
25,27,think,18,that thing happened,F,Julian is German,factL,Does Kathleen think that a particular thing happened?,18,F,Jennifer,Amy,NonProj,0.08,4260,48
0,2,control,control5,that thing happened,M,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that a particular thing happened?",control5,NA,James,NA,control,0.07,16590,49
1,3,hear,11,that thing happened,F,Danny is a diabetic,factL,Did Amanda hear that a particular thing happened?,11,F,Kimberly,Nicole,C,0.14,16897,49
2,4,establish,8,that thing happened,F,Emily has been saving for a year,factH,Did Brian establish that a particular thing happened?,8,M,Helen,Kevin,NonProj,0.18,22754,49
3,5,know,1,that thing happened,F,Mary is taking a prenatal yoga class,factH,Does Patrick know that a particular thing happened?,1,M,Linda,Jerry,NonProj,0.55,20561,49
4,6,control,control4,that thing happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that a particular thing happened?",control4,NA,Michelle,NA,control,0.93,10363,49
5,7,admit,19,that thing happened,M,Jon lives 10 miles away from work,factL,Did Ruth admit that a particular thing happened?,19,F,Robert,Janet,C,0.76,9470,49
6,8,pretend,5,that thing happened,F,Sophia is a hipster,factH,Did Ben pretend that a particular thing happened?,5,M,Lisa,Timothy,NonProj,0.69,8299,49
7,9,control,control2,that thing happened,M,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after a particular thing happened?,control2,NA,Steven,NA,control,0.94,5385,49
8,10,think,15,that thing happened,F,Tony really likes to party with his friends,factH,Does Rebecca think that a particular thing happened?,15,F,Ashley,Brenda,NonProj,0.05,6341,49
9,11,suggest,18,that thing happened,M,Julian is German,factL,Did Kathleen suggest that a particular thing happened?,18,F,James,Julie,C,0.08,5945,49
10,12,control,control6,that thing happened,F,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that a particular thing happened?",control6,NA,Sandra,NA,control,0.94,7885,49
